Topic_ID,Topic_Keywords,Ticker,Company_Name,Relevance_Score,Mentions,Mentioned_As,Day_Trade_Score,Day_Trade_Rating,Swing_Trade_Score,Swing_Trade_Rating,Position_Trade_Score,Position_Trade_Rating,LongTerm_Score,LongTerm_Rating,Current_Price,Change_1D,Change_1W,Change_1M,Change_3M,Change_1Y,Volume_Spike_Ratio,RSI_14,Price_vs_MA50,Price_vs_MA200,PE_Ratio,PEG_Ratio,Dividend_Yield,Profit_Margin,ROE
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",M,"Macy's, Inc.",0.863,27,m (27x),0.3692480709421345,📊 CHOPPY,0.8194137168256798,🎯 STRONG UPTREND,0.8621882576820487,💎 STRONG BUY,0.68,👍 GOOD,18.72,0.43,4.12,9.60,44.67,27.92,1.12,54.9,13.41,38.73,10.58,,391.00,2.18,11.29
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",R,"Ryder System, Inc.",0.862,24,r (24x),0.4663097190465714,⚡ VOLATILE,0.2647878088377039,🔻 DOWNTREND,0.63678548140004,👍 HOLD,0.6675,👍 GOOD,161.31,0.69,-12.12,-12.61,-11.21,17.76,1.56,21.0,-12.54,-0.56,13.51,,215.00,3.96,16.36
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",U,Unity Software Inc.,0.861,22,u (22x),0.4940681499177732,⚡ VOLATILE,0.4646155620514699,⚠️ MIXED SIGNALS,0.7800759668582283,💎 STRONG BUY,0.5,⚠️ BELOW AVERAGE,37.29,2.76,5.73,-11.45,13.79,89.10,0.83,49.3,-6.91,31.82,,,,-24.38,-12.62
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",USE,USCF Energy Commodity Strategy Absolute Return Fund,0.861,27,use (27x),0.23306275909337287,🛑 AVOID,0.16266008294433523,🔻 DOWNTREND,0.42590291867963287,⚠️ CAUTION,0.55,✋ FAIR,25.86,0.60,-4.50,-13.58,-8.78,-5.81,0.43,25.4,-9.05,-5.83,,,3725.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",AL,Air Lease Corporation,0.857,42,al (42x),0.231662950058196,🛑 AVOID,0.5563715128328695,👀 CONSOLIDATING,0.9027485123847087,💎 STRONG BUY,0.7925,⭐ EXCELLENT,63.58,-0.03,-0.11,-0.05,9.88,44.94,1.01,41.5,1.55,18.16,7.72,,138.00,34.04,12.59
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",TIME,Clockwise Core Equity & Innovation ETF,0.850,49,time (49x),0.27808196875682484,🛑 AVOID,0.6239096255280833,👀 CONSOLIDATING,0.7328418288869895,✅ BUY,0.55,✋ FAIR,24.75,0.49,-0.64,1.64,6.95,11.04,0.79,45.2,2.12,8.30,29.71,,1924.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",HIFS,Hingham Institution for Savings,0.849,37,his (37x),0.49971137458106507,⚡ VOLATILE,0.7549999999999999,🎯 STRONG UPTREND,0.8476727534906306,💎 STRONG BUY,0.8225,⭐ EXCELLENT,312.09,4.61,10.95,14.32,26.89,24.91,0.63,56.1,12.23,22.31,19.42,,84.00,49.94,10.23
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",IONQ,"IonQ, Inc.",0.847,13,ionq (13x),0.44818250973354656,📊 CHOPPY,0.5819992040724074,👀 CONSOLIDATING,0.7350808310322586,✅ BUY,0.5825,✋ FAIR,60.30,1.57,0.60,-13.15,39.68,255.54,0.73,33.9,4.45,49.24,,,,,-56.56
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",YEAR,AB Ultra Short Income ETF,0.838,36,year (36x),0.3033435163483707,📊 CHOPPY,0.6143863421278143,👀 CONSOLIDATING,0.7019755013145973,✅ BUY,0.55,✋ FAIR,50.69,0.09,0.03,0.50,1.33,4.81,1.22,74.6,0.44,1.91,,,465.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",WAY,Waystar Holding Corp.,0.835,38,way (38x),0.5092822890865463,⚡ VOLATILE,0.7030235094193409,📈 BULLISH SETUP,0.690140006522563,✅ BUY,0.5675,✋ FAIR,38.97,2.47,5.44,5.07,8.76,41.12,1.32,54.9,3.83,1.72,68.37,,,8.50,2.81
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",E,Eni S.p.A.,0.834,20,e (20x),0.5362973779459759,⚡ VOLATILE,0.6555256809319072,📈 BULLISH SETUP,0.7626848857778734,💎 STRONG BUY,0.61,✋ FAIR,36.81,1.69,5.78,3.40,6.11,25.37,1.55,63.3,4.74,17.93,21.40,,630.00,2.84,4.76
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",HIGH,Simplify Enhanced Income ETF,0.830,36,high (36x),0.33887809023760546,📊 CHOPPY,0.660045427033042,📈 BULLISH SETUP,0.689064960847893,✅ BUY,0.55,✋ FAIR,23.25,0.61,0.35,1.04,-0.28,6.02,1.19,51.6,0.74,2.52,,,727.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",LINE,"Lineage, Inc.",0.830,10,line (10x),0.385214337989727,📊 CHOPPY,0.6858784986436138,📈 BULLISH SETUP,0.32149718999309956,❌ SELL/AVOID,0.5800000000000001,✋ FAIR,40.68,1.47,-0.20,9.97,-5.42,-44.26,1.12,46.0,1.51,-13.66,,,526.00,-10.57,-8.17
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",KNOW,Fundamentals First ETF,0.827,13,know (13x),0.5100495332339128,⚡ VOLATILE,0.7976927954533095,🎯 STRONG UPTREND,0.7088268177527173,✅ BUY,0.5800000000000001,✋ FAIR,11.40,0.15,1.51,0.93,2.30,7.40,2.30,45.7,0.95,5.09,21.37,,157.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",QUBT,Quantum Computing Inc.,0.825,9,quantum computing inc. (1x); qubt (8x),0.2323812651372378,🛑 AVOID,0.20574972864743113,🔻 DOWNTREND,0.7033081982612217,✅ BUY,0.55,✋ FAIR,15.53,-2.57,-10.13,-24.54,-7.06,1324.77,0.82,28.3,-12.92,20.05,,,,,-33.11
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",LOW,"Lowe's Companies, Inc.",0.822,17,low (17x),0.2461484402356334,🛑 AVOID,0.45935289786268885,⚠️ MIXED SIGNALS,0.7261552156351141,✅ BUY,0.5800000000000001,✋ FAIR,242.71,-0.48,0.67,-4.55,7.54,-7.50,0.84,53.8,-4.17,2.86,19.99,,197.00,8.20,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",STEP,StepStone Group Inc.,0.810,10,step (10x),0.3496635620533933,📊 CHOPPY,0.4658675191659919,⚠️ MIXED SIGNALS,0.6601172419897685,✅ BUY,0.6325000000000001,✋ FAIR,63.27,0.99,3.84,-2.04,2.70,6.48,0.55,39.3,0.53,9.55,,,223.00,-17.10,-12.81
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",C,Citigroup Inc.,0.805,19,c (19x),0.42477017879696843,📊 CHOPPY,0.6338705149697281,👀 CONSOLIDATING,0.9126470514163528,💎 STRONG BUY,0.78,⭐ EXCELLENT,98.78,2.16,-0.52,-3.26,3.50,64.85,1.08,51.6,0.90,19.94,13.87,,243.00,19.49,7.00
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",TASK,"TaskUs, Inc.",0.803,14,task (14x),0.45813213531901437,⚡ VOLATILE,0.2606776724648697,🔻 DOWNTREND,0.45295847831116565,⚠️ CAUTION,0.71,👍 GOOD,14.10,1.00,4.44,-20.70,-17.35,17.99,1.54,25.3,-14.95,-10.59,20.74,,,5.70,12.49
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",TEAM,Atlassian Corporation,0.803,20,team (20x),0.3095283365380613,📊 CHOPPY,0.31703196619889845,🔻 DOWNTREND,0.3258753377444312,❌ SELL/AVOID,0.5325,✋ FAIR,162.64,-1.44,2.42,0.14,-19.88,-13.82,0.63,62.7,-0.99,-22.74,,,,-4.92,-21.58
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",TSM,Taiwan Semiconductor Manufacturing Company Limited,0.802,6,taiwan semiconductor manufacturing (1x); tsm (5x),0.2971791427722989,🛑 AVOID,0.6839340702887393,📈 BULLISH SETUP,0.8176296752489877,💎 STRONG BUY,0.8799999999999999,⭐ EXCELLENT,294.96,1.45,-0.92,6.61,20.10,46.55,0.74,46.5,10.28,36.67,32.06,,115.00,43.29,34.66
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",QBTS,D-Wave Quantum Inc.,0.796,7,qbts (7x),0.4219352904155237,📊 CHOPPY,0.7372752697147023,📈 BULLISH SETUP,0.7063434126915027,✅ BUY,0.5825,✋ FAIR,32.65,5.12,-5.09,23.96,73.03,3039.42,0.97,47.0,32.14,126.31,,,,,-83.70
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",TECH,Bio-Techne Corporation,0.793,7,tech (7x),0.3600419462268983,📊 CHOPPY,0.8192599433557108,🎯 STRONG UPTREND,0.6011667490454502,👍 HOLD,0.525,✋ FAIR,65.91,-0.23,5.39,30.57,12.30,-3.52,0.97,63.9,16.82,15.63,143.27,,49.00,6.02,3.68
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",B,Barrick Mining Corporation,0.793,20,b (20x),0.45169543152896224,⚡ VOLATILE,0.6996067161477524,📈 BULLISH SETUP,0.8056892991132528,💎 STRONG BUY,0.835,⭐ EXCELLENT,32.48,1.69,-6.48,-5.20,49.40,68.41,1.34,44.4,6.38,47.28,20.43,,185.00,19.99,12.15
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",H,Hyatt Hotels Corporation,0.792,18,h (18x),0.3337492429427766,📊 CHOPPY,0.6484049480832675,👀 CONSOLIDATING,0.6428729645452563,👍 HOLD,0.5499999999999999,✋ FAIR,148.87,0.38,0.66,6.34,0.14,-3.27,0.93,52.4,3.53,8.17,33.76,,40.00,13.42,11.24
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",MADE,iShares U.S. Manufacturing ETF,0.790,20,made (20x),0.38059812463549825,📊 CHOPPY,0.6502916428133463,📈 BULLISH SETUP,0.7643405606551404,💎 STRONG BUY,0.55,✋ FAIR,30.55,1.32,3.24,6.61,8.03,23.62,0.19,58.8,5.67,17.49,26.51,,98.00,,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",ATOM,Atomera Incorporated,0.786,10,atom (10x),0.1459288876363507,🛑 AVOID,0.1875,🔻 DOWNTREND,0.19000899024749351,❌ SELL/AVOID,0.55,✋ FAIR,3.15,-2.48,-30.16,-19.44,-40.34,-6.25,0.50,30.1,-18.19,-41.57,,,,,-100.22
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",LOT,Lotus Technology Inc.,0.786,10,lot (10x),0.2869521198611658,🛑 AVOID,0.16950664125367126,🔻 DOWNTREND,0.29095160634930906,❌ SELL/AVOID,0.5,⚠️ BELOW AVERAGE,1.90,-0.52,-3.31,-2.06,-14.80,-55.81,0.12,27.2,-6.92,-9.97,,,,-128.75,
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",IBM,International Business Machines Corporation,0.785,12,ibm (12x),0.6593238145184114,📈 TRENDING,0.8407158096176007,🎯 STRONG UPTREND,0.8307413980744434,💎 STRONG BUY,0.595,✋ FAIR,307.46,7.88,8.39,9.25,19.18,47.27,1.63,62.7,15.54,20.02,36.65,,219.00,12.09,30.16
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",RBC,RBC Bearings Incorporated,0.784,6,rbi (6x),0.3982678162820753,📊 CHOPPY,0.5213250949696973,👀 CONSOLIDATING,0.752507332100556,💎 STRONG BUY,0.575,✋ FAIR,412.19,1.20,6.31,8.63,6.13,42.71,0.63,70.6,6.83,13.34,51.65,,,15.20,8.56
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",COST,Costco Wholesale Corporation,0.784,18,cost (18x),0.19567270099486206,🛑 AVOID,0.45513836866980273,⚠️ MIXED SIGNALS,0.5060490491067939,👍 HOLD,0.6325000000000001,✋ FAIR,932.14,-1.05,-0.42,-1.18,-0.22,5.13,0.91,58.1,-1.45,-4.02,51.81,,55.00,2.94,30.69
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",ASAN,"Asana, Inc.",0.783,10,as an (10x),0.30672233460370346,📊 CHOPPY,0.6533840022456923,📈 BULLISH SETUP,0.47482259238188135,⚠️ CAUTION,0.5075,✋ FAIR,14.58,-0.41,-0.27,4.29,-2.15,23.04,1.00,49.8,3.67,-8.53,,,,-27.50,-80.55
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",RUN,Sunrun Inc.,0.782,8,run (8x),0.561370498085843,⚡ VOLATILE,0.8296223444899479,🎯 STRONG UPTREND,0.6957355234480473,✅ BUY,0.5800000000000001,✋ FAIR,20.85,5.20,1.71,23.30,93.41,45.09,1.19,57.4,18.48,93.67,,,,-120.59,-76.00
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",OKLO,Oklo Inc.,0.774,8,oklo (8x),0.36810705781827036,📊 CHOPPY,0.7133892427253603,📈 BULLISH SETUP,0.6989495466358427,✅ BUY,0.52,✋ FAIR,136.05,9.10,-14.46,14.20,80.20,611.93,0.82,48.9,25.24,128.50,,,,,-11.76
0,"quantum, computer, system, computing, technology, qubit, physics, university, quantum computing, time",MAIN,Main Street Capital Corporation,0.772,4,main (4x),0.18963093418103763,🛑 AVOID,0.22929566449279828,🔻 DOWNTREND,0.6577485161015164,✅ BUY,0.88,⭐ EXCELLENT,57.45,-0.30,-0.86,-9.47,-11.27,19.52,0.79,32.0,-8.30,-1.30,9.48,,739.00,96.16,19.65
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",S,"SentinelOne, Inc.",1.253,195,s (195x),0.4593520656816932,⚡ VOLATILE,0.4073343006598474,⚠️ MIXED SIGNALS,0.3065799518336406,❌ SELL/AVOID,0.6125,✋ FAIR,17.65,1.61,2.98,-2.70,-9.76,-32.79,0.98,47.3,-0.27,-7.27,,,,-47.32,-27.33
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",QMCO,Quantum Corporation,1.178,275,quantum (275x),0.5610169110201295,⚡ VOLATILE,0.6534792373093872,📈 BULLISH SETUP,0.48296414083625994,⚠️ CAUTION,0.5,⚠️ BELOW AVERAGE,10.46,2.05,1.06,8.73,17.79,110.89,1.07,42.9,11.48,-17.27,,,,-42.24,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",A,"Agilent Technologies, Inc.",1.129,306,a (306x),0.3129949820389022,📊 CHOPPY,0.7481814512361279,📈 BULLISH SETUP,0.762041541669024,💎 STRONG BUY,0.7375,👍 GOOD,148.03,0.39,3.52,21.69,23.42,14.63,0.80,65.1,13.80,20.35,34.51,,67.00,17.97,19.88
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",IOT,Samsara Inc.,1.025,38,iot (38x),0.4852496901020277,⚡ VOLATILE,0.661472242123003,📈 BULLISH SETUP,0.4269852795487862,⚠️ CAUTION,0.5825,✋ FAIR,39.25,1.55,5.48,1.92,0.67,-17.70,0.93,47.0,4.57,-4.81,,,,-6.16,-8.07
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",WKEY,WISeKey International Holding AG,0.953,6,wkey (6x),0.6659645704848657,📈 TRENDING,0.8842020022271229,🎯 STRONG UPTREND,0.7192871937951354,✅ BUY,0.5800000000000001,✋ FAIR,10.37,21.57,11.87,57.12,72.83,393.81,1.69,65.3,59.01,75.66,,,,-70.25,-53.60
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NOW,"ServiceNow, Inc.",0.953,16,now (16x),0.2804151896463428,🛑 AVOID,0.6645878710505353,📈 BULLISH SETUP,0.456629101037455,⚠️ CAUTION,0.6575000000000001,👍 GOOD,930.17,-0.96,1.38,1.26,-3.99,-2.17,0.98,54.8,1.50,-1.20,117.59,,,13.78,16.95
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",POST,"Post Holdings, Inc.",0.936,124,post (124x),0.34068860337605533,📊 CHOPPY,0.5785637454403073,👀 CONSOLIDATING,0.6091714253501066,👍 HOLD,0.5725,✋ FAIR,109.41,1.11,2.60,3.87,1.48,-1.62,0.77,57.3,1.84,-0.32,18.42,,,4.62,9.20
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",YOU,"Clear Secure, Inc.",0.916,19,you (19x),0.2588783111121079,🛑 AVOID,0.4087019769070004,⚠️ MIXED SIGNALS,0.698815299879367,✅ BUY,0.7375,👍 GOOD,31.30,-3.45,-1.32,-14.01,5.64,-9.25,1.57,51.6,-8.80,11.67,19.94,,154.00,21.17,130.19
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",C,Citigroup Inc.,0.904,29,c (29x),0.42477017879696843,📊 CHOPPY,0.6338705149697281,👀 CONSOLIDATING,0.9126470514163528,💎 STRONG BUY,0.78,⭐ EXCELLENT,98.78,2.16,-0.52,-3.26,3.50,64.85,1.08,51.6,0.90,19.94,13.87,,243.00,19.49,7.00
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRD,Strategy Inc,0.883,23,strategy (23x),0.33152522571576526,📊 CHOPPY,0.4752987432023596,⚠️ MIXED SIGNALS,0.5237879656648102,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,79.86,1.09,0.64,1.73,-3.27,-2.99,0.95,21.2,1.15,0.00,,,1547.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRF,Strategy Inc,0.883,23,strategy (23x),0.23382411205928186,🛑 AVOID,0.39109489199456415,⚠️ MIXED SIGNALS,0.6476637842907085,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,110.21,0.05,0.18,0.16,1.99,24.42,0.83,24.3,-0.72,0.00,,,908.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",MSTR,Strategy Inc,0.883,23,strategy (23x),0.36683549969375084,📊 CHOPPY,0.12893254726274364,🔻 DOWNTREND,0.3912586804833368,⚠️ CAUTION,0.735,👍 GOOD,289.08,1.46,-2.54,-3.86,-28.78,23.36,0.79,26.4,-11.61,-16.98,20.01,,,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRK,Strategy Inc,0.883,23,strategy (23x),0.18700327028695213,🛑 AVOID,0.19302753646762283,🔻 DOWNTREND,0.532364502929647,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,87.70,-0.79,-0.90,-2.73,-16.99,11.93,0.87,11.0,-5.49,0.00,,,905.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NET,"Cloudflare, Inc.",0.876,2,net (2x),0.32537547184788973,📊 CHOPPY,0.6358307119146956,👀 CONSOLIDATING,0.8203238183315226,💎 STRONG BUY,0.4825,⚠️ BELOW AVERAGE,217.85,0.32,2.26,-0.16,9.79,145.44,0.79,46.7,1.85,30.18,,,,-6.22,-11.04
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",U,Unity Software Inc.,0.871,10,u (10x),0.4940681499177732,⚡ VOLATILE,0.4646155620514699,⚠️ MIXED SIGNALS,0.7800759668582283,💎 STRONG BUY,0.5,⚠️ BELOW AVERAGE,37.29,2.76,5.73,-11.45,13.79,89.10,0.83,49.3,-6.91,31.82,,,,-24.38,-12.62
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ICFI,"ICF International, Inc.",0.869,3,iii (3x),0.40380172332685094,📊 CHOPPY,0.4603207908866234,⚠️ MIXED SIGNALS,0.5048172020869481,👍 HOLD,0.635,✋ FAIR,90.11,-0.80,-0.67,-2.26,4.84,-46.08,1.89,37.3,-4.65,-2.98,15.84,,62.00,5.45,11.09
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SPHR,Sphere Entertainment Co.,0.858,33,sec (33x),0.46858044701758406,⚡ VOLATILE,0.7631972570023895,🎯 STRONG UPTREND,0.7915050185328621,💎 STRONG BUY,0.5800000000000001,✋ FAIR,67.24,3.21,6.58,16.35,54.29,51.68,0.75,58.7,21.21,58.01,,,,-28.70,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SBXD,SilverBox Corp IV,0.838,7,sci (7x),0.2438693079724885,🛑 AVOID,0.6025689557212408,👀 CONSOLIDATING,0.6858362857968352,✅ BUY,0.5,⚠️ BELOW AVERAGE,10.54,-0.09,0.76,0.29,-1.13,5.40,0.02,61.9,0.54,1.26,,,,,
